-2.799999999999999822e+00 4.717130720218298129e-04
-2.779999999999999805e+00 5.804786711519601197e-04
-2.759999999999999787e+00 6.078956338116039016e-04
-2.740000000000000213e+00 5.223881871526777276e-04
-2.720000000000000195e+00 5.396135514158845094e-04
-2.700000000000000178e+00 6.377106707565866582e-04
-2.680000000000000160e+00 7.304235571544489972e-04
-2.660000000000000142e+00 5.979638110874506418e-04
-2.640000000000000124e+00 6.751451617642733509e-04
-2.620000000000000107e+00 7.263910530178949295e-04
-2.600000000000000089e+00 8.413434858375028625e-04
-2.580000000000000071e+00 8.733871989119395369e-04
-2.560000000000000053e+00 9.075829972945361097e-04
-2.540000000000000036e+00 9.243576633820681362e-04
-2.520000000000000018e+00 1.017727448252894176e-03
-2.500000000000000000e+00 1.044429002547684216e-03
-2.479999999999999982e+00 9.963525698363760470e-04
-2.459999999999999964e+00 1.119019456207256177e-03
-2.439999999999999947e+00 1.392211668629714282e-03
-2.419999999999999929e+00 1.340340297244594584e-03
-2.399999999999999911e+00 2.059172466933457783e-03
-2.379999999999999893e+00 2.043366367182594245e-03
-2.359999999999999876e+00 1.644784057515956454e-03
-2.339999999999999858e+00 1.747036320070699533e-03
-2.319999999999999840e+00 2.083712457567203462e-03
-2.299999999999999822e+00 2.070806449470111860e-03
-2.279999999999999805e+00 2.627843879884880166e-03
-2.259999999999999787e+00 2.709077812441181878e-03
-2.240000000000000213e+00 3.821204385572270646e-03
-2.220000000000000195e+00 4.099606330054952549e-03
-2.200000000000000178e+00 3.774419854312523713e-03
-2.180000000000000160e+00 2.361024597660869775e-03
-2.160000000000000142e+00 2.315286685356809666e-03
-2.140000000000000124e+00 2.374978901385872438e-03
-2.120000000000000107e+00 3.737362293328768542e-03
-2.100000000000000089e+00 3.372609135610437313e-03
-2.080000000000000071e+00 3.184640756127968698e-03
-2.060000000000000053e+00 3.066618499249483456e-03
-2.040000000000000036e+00 3.726157834062649148e-03
-2.020000000000000018e+00 2.565076102213735641e-03
-2.000000000000000000e+00 2.841691848165227643e-03
-1.979999999999999982e+00 2.756430508772977992e-03
-1.959999999999999964e+00 2.977100089079879643e-03
-1.939999999999999947e+00 4.061642646566104332e-03
-1.919999999999999929e+00 3.253816642642752468e-03
-1.899999999999999911e+00 3.889741636861248578e-03
-1.879999999999999893e+00 4.907619905307696213e-03
-1.860000000000000098e+00 3.639064933745052646e-03
-1.840000000000000080e+00 5.211839130409776089e-03
-1.820000000000000062e+00 4.301968489129054732e-03
-1.800000000000000044e+00 4.620339889153541810e-03
-1.780000000000000027e+00 4.549782265197946547e-03
-1.760000000000000009e+00 3.386335317498390292e-03
-1.739999999999999991e+00 4.260741284158274349e-03
-1.719999999999999973e+00 5.022924776799287880e-03
-1.699999999999999956e+00 3.933466116510907738e-03
-1.679999999999999938e+00 4.134788201619732546e-03
-1.659999999999999920e+00 6.903505856058774100e-03
-1.639999999999999902e+00 5.390505612380124337e-03
-1.620000000000000107e+00 5.167905047198041897e-03
-1.600000000000000089e+00 5.333178801030809442e-03
-1.580000000000000071e+00 4.400902459994433975e-03
-1.560000000000000053e+00 5.369116132264721911e-03
-1.540000000000000036e+00 5.632481513115782448e-03
-1.520000000000000018e+00 7.950215931556835203e-03
-1.500000000000000000e+00 6.950379788132651608e-03
-1.479999999999999982e+00 7.556572619678707768e-03
-1.459999999999999964e+00 5.228608259680679778e-03
-1.439999999999999947e+00 5.167596794536594498e-03
-1.419999999999999929e+00 4.932921930987274953e-03
-1.399999999999999911e+00 7.599139280649181392e-03
-1.379999999999999893e+00 7.269214892751331598e-03
-1.360000000000000098e+00 6.615295751296356927e-03
-1.340000000000000080e+00 8.527215987512827902e-03
-1.320000000000000062e+00 7.335216639064267088e-03
-1.300000000000000044e+00 1.176135344686778106e-02
-1.280000000000000027e+00 9.230111537471276731e-03
-1.260000000000000009e+00 7.612164922836453344e-03
-1.239999999999999991e+00 1.208036544420440853e-02
-1.219999999999999973e+00 1.334899464188363076e-02
-1.199999999999999956e+00 9.745307333627295857e-03
-1.179999999999999938e+00 8.344949660975958805e-03
-1.159999999999999920e+00 8.576763585609699023e-03
-1.139999999999999902e+00 1.045239952796431400e-02
-1.120000000000000107e+00 8.797473635032401762e-03
-1.100000000000000089e+00 1.065765895059651164e-02
-1.080000000000000071e+00 1.488710907511762993e-02
-1.060000000000000053e+00 1.620178090644105659e-02
-1.040000000000000036e+00 2.108717266778335417e-02
-1.020000000000000018e+00 1.696071451778990297e-02
-1.000000000000000000e+00 1.195083530139277525e-02
-9.799999999999999822e-01 1.439308625348558433e-02
-9.599999999999999645e-01 1.510253833413453990e-02
-9.399999999999999467e-01 1.736931985463834385e-02
-9.200000000000000400e-01 1.976115153875902114e-02
-9.000000000000000222e-01 2.024767479544635831e-02
-8.800000000000000044e-01 2.170069218797293989e-02
-8.599999999999999867e-01 2.101739970906510782e-02
-8.399999999999999689e-01 1.887153152972822004e-02
-8.199999999999999512e-01 1.569998369103963592e-02
-8.000000000000000444e-01 2.239446600400458315e-02
-7.800000000000000266e-01 1.778564667403870897e-02
-7.600000000000000089e-01 1.425611357428936340e-02
-7.399999999999999911e-01 1.458224486513979082e-02
-7.199999999999999734e-01 1.354944299084929679e-02
-6.999999999999999556e-01 2.048378620896769420e-02
-6.800000000000000488e-01 1.254570430112169656e-02
-6.600000000000000311e-01 1.273397068331793593e-02
-6.400000000000000133e-01 1.264390557056598030e-02
-6.199999999999999956e-01 1.226275186496674288e-02
-5.999999999999999778e-01 1.472448182738826834e-02
-5.799999999999999600e-01 1.393550317656291199e-02
-5.600000000000000533e-01 1.443059897834481770e-02
-5.400000000000000355e-01 1.824554508337158237e-02
-5.200000000000000178e-01 2.072282317025954390e-02
-5.000000000000000000e-01 2.080876013801855398e-02
-4.799999999999999822e-01 2.060124499111545826e-02
-4.600000000000000200e-01 2.154286219248782025e-02
-4.400000000000000022e-01 2.744476905737195174e-02
-4.199999999999999845e-01 2.945528530050941021e-02
-4.000000000000000222e-01 3.200411771322625443e-02
-3.800000000000000044e-01 3.338046419053274788e-02
-3.599999999999999867e-01 3.153895792273205684e-02
-3.400000000000000244e-01 3.790765598778115392e-02
-3.200000000000000067e-01 4.148747447783771719e-02
-2.999999999999999889e-01 3.657649922367144091e-02
-2.800000000000000266e-01 4.437492120145491992e-02
-2.600000000000000089e-01 3.570127358785019772e-02
-2.399999999999999911e-01 2.997702400018888158e-02
-2.200000000000000011e-01 3.620668851821394474e-02
-2.000000000000000111e-01 3.052735190167353563e-02
